author_id,name,birth_year
23157,Tyler Clark,1964
23158,Tony Moran,1969
23159,Pamela Morton,1991
23160,Tracy Hudson,1982
23161,William Wright,1986
23162,Edward Stanley,1971
23163,Eric Bishop,1976
23164,Gwendolyn Lewis,1950
23165,Gregory Braun,1959
23166,Paula Edwards,1978
23167,Shannon Walker,1964
23168,Michael Rodriguez,1995
23169,Brian Schmidt,1992
23170,Lisa Khan,1986
23171,Pamela Nicholson,1956
23172,Justin Vega,1963
23173,Henry Brennan,1941
23174,Christine Chan,1961
23175,Brandon Stephenson,1954
23176,Kevin Smith,1955
23177,Robin Hines,1943
23178,Tara George,1948
23179,Jennifer Hunt,1962
23180,Justin Mitchell,1965
23181,Michele Powers,1967
23182,Kristen Davis,1952
23183,Kaitlyn Fowler,1961
23184,Abigail Wiggins,1951
23185,Joshua Ross,1948
23186,Kevin Johnson,1946
23187,Nathan Williams,1954
23188,Michael Walker,1966
23189,Zachary Jackson,1967
23190,Kim Holloway,1984
23191,Andrew Ho,1980
23192,Kelly Carter,1946
23193,Mike Estrada,1966
23194,Jasmine Herrera,1942
23195,Hannah Robinson,1990
23196,John May,1944
23197,Joshua Bailey,1951
23198,Calvin Taylor,1981
23199,Sarah Johnston,1991
23200,Melissa Young,1946
23201,Tiffany Clark,1954
23202,Bill Gray,1961
23203,Debra Rodriguez,1955
23204,Michael Pennington,1954
23205,Donna Smith,1948
23206,Elizabeth Lopez,1942
23207,Michelle Lane,1980
23208,William Page,1957
23209,Charles White,1986
23210,Dorothy Lyons,1980
23211,Joseph Perez,1964
23212,Laura Strickland,1991
23213,Anne Walsh,1953
23214,Alexis Ball,1943
23215,Catherine Taylor,1972
23216,Samantha Wagner,1992
23217,Julie Edwards,1991
23218,Bradley Kelley,1959
23219,Julia Morgan,1984
23220,Daniel Rodriguez,1942
23221,Ashley Parker,1967
23222,Rebecca Tanner,1956
23223,Sue Acosta,1990
23224,Karen Young,1954
23225,Sara Scott,1987
23226,Autumn Young,1968
23227,Andrea Hampton,1967
23228,Tammy Young,1961
23229,Catherine Gomez,1982
23230,Mary Walker,1952
23231,Kevin Bryant,1957
23232,Karen Woods,1973
23233,Jennifer Hodges,1958
23234,Morgan Nelson,1962
23235,Jessica Patterson,1974
23236,Phillip Chase,1973
23237,Stacey Weaver,1950
23238,Nicole Miller,1983
23239,Felicia James,1943
23240,Sarah Shelton DDS,1944
23241,Eric Kim,1991
23242,Marissa Moore,1974
23243,Natalie Patterson,1941
23244,William Turner,1945
23245,Hunter Anderson,1962
23246,Richard Powell DDS,1986
23247,Andrea Cox,1992
23248,Paul Patton,1948
23249,Molly Reid,1960
23250,Kellie Graham,1971
23251,Eric Smith,1963
23252,Kenneth Brown,1969
23253,Alan Osborn,1945
23254,Andrew Burton,1988
23255,David Smith,1950
23256,Emily Berg,1991
23257,Paul Smith,1977
23258,Dustin Sellers,1987
23259,Charles Jackson DDS,1964
23260,Rachel Nash DDS,1971
23261,Tamara Dean DVM,1979
23262,Jared Solis,1951
23263,Cynthia Le,1942
23264,Casey Fernandez,1969
23265,Jade Daniel,1949
23266,Ray Ellis,1974
23267,Wayne Sanchez,1986
23268,Christopher Bailey,1966
23269,Roger Mcgee,1964
23270,Virginia Carpenter,1961
23271,Janet Mccann PhD,1962
23272,David Morrison,1958
23273,Jessica Powers,1952
23274,Taylor Taylor,1944
23275,Joshua Carey,1989
23276,Douglas Salas,1974
23277,Lisa Franklin DDS,1982
23278,Brittany Rodgers,1955
23279,Joe Simmons,1953
23280,Joshua Webb,1995
23281,Derrick Anderson,1973
23282,Rhonda Johnson,1943
23283,Jeremy Thompson,1968
23284,Janet Waters,1955
23285,Russell Stewart,1977
23286,Nicole Becker,1947
23287,Pamela Torres,1971
23288,David Cochran,1994
23289,Kimberly Harper,1976
23290,James Roberts,1970
23291,Adam Hall,1977
23292,Brooke Richards,1988
23293,Andrew Scott,1940
23294,William Nichols,1951
23295,Leslie Sanchez,1983
23296,Lawrence Smith,1962
23297,Shawn Evans,1995
23298,Joshua Carlson,1988
23299,Vincent Martinez,1989
23300,Brooke Henderson,1975
23301,John Case,1958
23302,Chelsea Sanchez,1960
23303,David Villegas,1945
23304,Joel Lyons,1947
23305,Brandon Jackson,1945
23306,Robert Carr,1947
23307,Ronald Lopez,1985
23308,Jade Ponce,1953
23309,Scott Johnson,1969
23310,Michael Taylor,1969
23311,David Delacruz,1985
23312,Ryan Hudson,1952
23313,Patrick Lee,1973
23314,Oscar Harrison,1958
23315,Susan Caldwell,1986
23316,Amanda Holder,1983
23317,Gary Gonzales,1992
23318,Kim Mosley,1984
23319,Jason Copeland,1991
23320,Brian Davis,1944
23321,Katherine Stark,1995
23322,Brett Walker,1942
23323,Sean Chavez,1974
23324,Frank Pope,1980
23325,Christine Lewis,1958
23326,Dr. Eric Carr,1971
23327,Stacy Phillips,1994
23328,Jamie Brown,1957
23329,Charles Burgess,1945
23330,Lindsey Reed,1957
23331,Katherine Garza,1987
23332,Lori Miller,1977
23333,Hailey Charles,1970
23334,Damon Richardson,1975
23335,Eric Lopez,1977
23336,Mr. Mario Bell Jr.,1990
23337,Matthew Young,1952
23338,Anthony Wood,1952
23339,Brittany Lewis,1949
23340,Ashley Todd,1971
23341,Katelyn White,1942
23342,Kelly Arnold,1993
23343,Sarah Sharp,1954
23344,Lucas Caldwell,1947
23345,Andrew Gordon,1960
23346,Jennifer Salazar,1989
23347,Hailey Potter,1944
23348,Timothy Ruiz,1960
23349,Jason Cummings,1969
23350,Courtney Moore,1992
23351,Jay Morrison,1973
23352,Stephanie Austin,1995
23353,Rebekah Gonzalez,1991
23354,Linda Tucker,1979
23355,Mark Coleman,1949
23356,Jonathan Kane,1960
23357,Gregg Harvey,1974
23358,Kimberly Jackson,1948
23359,Allison Hobbs,1964
23360,David Campbell,1952
23361,Jason Russell,1948
23362,Michelle Garcia,1940
23363,Robert Wood,1959
23364,Deborah Russell,1981
23365,Jennifer Rogers,1959
23366,Megan Reese,1960
23367,David White,1987
23368,Joe Burnett,1954
23369,Timothy Martinez,1991
23370,Tami Adams,1944
23371,John Walters,1958
23372,Jennifer Mitchell,1954
23373,John West,1989
23374,Scott Phillips,1985
23375,Sherry Smith,1941
23376,Patrick Campbell,1961
23377,Michael Cruz,1952
23378,Charles Johnston,1946
23379,Lisa Dougherty,1957
23380,Catherine Martinez,1969
23381,Erik Nelson,1953
23382,Brandon Young,1944
23383,Theodore Cox,1954
23384,Cheryl Cox,1940
23385,Steven Lucas,1973
23386,Larry Morris,1945
23387,Victoria Mosley,1987
23388,Stephanie Nicholson,1942
23389,Mark Lawrence,1968
23390,Gina Davis,1983
23391,Veronica Bonilla,1946
23392,Betty Ramirez,1952
23393,Jeffery Buckley,1991
23394,Brianna Marshall,1950
23395,Melissa Powell,1994
23396,Curtis Gray,1952
23397,Nicholas Kelly,1944
23398,Dennis Long,1983
23399,Amy Flynn,1956
23400,Jeffery Charles,1967
23401,Diana Haas,1965
23402,Brian Durham,1942
23403,Kimberly Fitzgerald,1960
23404,David Rodriguez,1989
23405,Jeffrey Dalton,1985
23406,Maria Cardenas,1955
23407,Seth Jensen,1986
23408,Anthony Miranda,1995
23409,Chad Morales,1968
23410,Victoria Clark,1968
23411,Andrew Aguilar,1976
23412,Gerald Taylor,1955
23413,James Walker,1978
23414,Samantha Rosario,1969
23415,Sarah Walters,1971
23416,Ronald Martin,1962
23417,Robert Branch,1991
23418,Joanna Bailey,1946
23419,Robert Hester,1966
23420,Julie Spears,1942
23421,Tyrone Walker,1959
23422,Erik Watson,1974
23423,Bradley Poole,1959
23424,Amber Bowman,1991
23425,Wayne Cherry,1963
23426,Pamela Green,1945
23427,Lee Watts,1972
23428,Mike Yates,1994
23429,Jasmine Ruiz,1979
23430,Christine Nelson,1943
23431,Karen Hernandez,1979
23432,Chad Blackwell,1950
23433,Anna Wagner,1957
23434,Michael Sanders,1966
23435,Raven Hartman,1957
23436,Madison Cole,1979
23437,Sheila Moreno,1956
23438,Mary Brown,1988
23439,Elizabeth Adams,1990
23440,Evelyn Mack,1951
23441,Holly Smith,1994
23442,Shannon Alvarez,1994
23443,Ronald Solomon,1969
23444,James Reed,1967
23445,Daniel Wagner,1986
23446,Elizabeth Douglas,1971
23447,Katelyn Dixon,1989
23448,Jacob Joseph,1955
23449,Breanna Lyons,1965
23450,Christian Simpson,1982
23451,Kristen Wilson,1987
23452,Corey Lopez,1943
23453,Robert Harmon,1986
23454,Jonathan Gray,1967
23455,Chelsea Hawkins,1953
23456,Diane Harmon,1956
23457,Christian Marshall,1995
23458,Jonathan Meadows,1957
23459,Tim Obrien,1984
23460,Kristina Stout,1985
23461,Virginia Gonzalez,1947
23462,Mary Glass,1973
23463,Tiffany Smith,1962
23464,Donald Hawkins,1942
23465,Danielle Ryan,1981
23466,Nicole Smith,1958
23467,Roger Fox,1973
23468,Jessica Gonzalez,1961
23469,Alicia Kim DDS,1993
23470,Lori Vargas,1981
23471,Jeremy Hooper,1979
23472,Scott Frederick,1968
23473,John Long,1955
23474,Andrew Smith,1989
23475,Daniel Wheeler,1985
23476,Kenneth Morgan,1953
23477,Sandra Cowan,1970
23478,Paul Lawrence,1959
23479,Judy Willis,1969
23480,Carolyn Kim,1965
23481,Scott Howard,1961
23482,Jeremiah Washington,1956
23483,Glenn Alexander,1944
23484,Judith Forbes,1994
23485,Matthew Smith,1948
23486,Randy Nguyen,1975
23487,Susan Foster,1992
23488,Tonya Cruz,1972
23489,Andre Dawson,1944
23490,Michael Delacruz,1976
23491,Stacey Rodriguez,1948
23492,Jacob Moore,1990
23493,Stacy Wallace,1966
23494,Jeremy Villarreal,1984
23495,Samantha Snyder,1962
23496,Ryan Cantu,1948
23497,Adam Lewis,1959
23498,Michael Johnson,1952
23499,Jeffrey George,1973
23500,Alexandra Elliott,1985
23501,Jill Soto,1970
23502,Jennifer Anderson,1970
23503,Frederick Foley,1980
23504,Anne Phillips,1964
23505,Ashley Riley,1986
23506,Robert Gomez,1984
23507,John Wright,1943
23508,Julia Watson,1973
23509,Emily Torres,1993
23510,Teresa Ramirez,1962
23511,Laurie Hunter,1952
23512,Shawn Burns,1941
23513,Linda Cooper,1952
23514,Jennifer Willis,1943
23515,Mary Hunter,1955
23516,David Wagner,1954
23517,Benjamin Hughes,1946
23518,Ashley Flores,1967
23519,Jim Tucker,1954
23520,Judy Kelley,1971
23521,Timothy Webb,1979
23522,Cindy Johnson,1994
23523,Jacqueline Porter,1995
23524,Carla Kelly,1984
23525,Michael Campbell,1995
23526,Billy Soto,1971
23527,Jodi Baker,1947
23528,Kerri Luna,1944
23529,Francisco Gray,1968
23530,Curtis Shepherd,1979
23531,Ryan Norman,1957
23532,Jonathan Mendoza,1954
23533,Chris Perry,1959
23534,Beth Bailey,1959
23535,Vanessa Young,1952
23536,Emily Richardson,1960
23537,Adam Orr,1941
23538,Brian Flynn,1968
23539,Thomas Fleming,1984
23540,Joseph Bryant,1975
23541,Tonya Beasley,1964
23542,Michael Morgan,1951
23543,Carlos Smith,1984
23544,Amanda Cooper,1995
23545,Jordan Huffman,1957
23546,Matthew Boyd,1951
23547,Cheryl Evans,1968
23548,Randall Griffin,1982
23549,Ryan Rogers,1981
23550,Angela Curtis,1948
23551,Michael Bryan,1957
23552,Jessica Francis,1982
23553,Lisa Jones,1991
23554,Kelsey Walters,1958
23555,Patricia Martin,1950
23556,Nathaniel Beard,1974
23557,George Ford,1984
23558,Ryan Hughes,1963
23559,Scott Conrad,1961
23560,Mr. Jason Smith PhD,1993
23561,Kathleen Scott,1964
23562,Jonathan Gomez,1968
23563,Dustin Carter,1990
23564,Miguel Phillips,1973
23565,Sylvia Wilkerson,1940
23566,Tammy Mendez,1986
23567,Adrian Ward,1957
23568,Christopher Hanson,1951
23569,William Miles,1984
23570,Ryan Robinson,1978
23571,Gary Bush,1957
23572,Mr. Thomas Small,1942
23573,Thomas Foster,1967
23574,Samuel Martin,1972
23575,Christina Osborne,1975
23576,Riley Williams,1958
23577,Benjamin Herrera,1941
23578,Alan Richard,1993
23579,Christopher Jackson,1957
23580,John Benitez,1988
23581,Samantha Paul,1958
23582,Angelica Dougherty,1945
23583,Daniel Wilkerson,1969
23584,Jane Houston,1988
23585,Dennis Collins,1959
23586,Dana Fischer,1941
23587,Cody Watts,1985
23588,Kenneth Turner,1992
23589,Johnathan Summers,1981
23590,Lauren Davis,1991
23591,William Scott,1986
23592,Karen Phelps,1966
23593,David Boyd,1986
23594,Traci Smith,1959
23595,Zachary Johnson,1960
23596,Todd Conley,1966
23597,Martha Cannon,1967
23598,Julie Howard,1988
23599,Jerry Davis,1976
23600,Blake Williams,1962
23601,Mr. William Willis,1956
23602,Chris Miller,1992
23603,Brittney Johnson,1969
23604,Kimberly Curry,1960
23605,Vicki Ball,1948
23606,Deanna Diaz,1945
23607,Mary Garcia,1981
23608,David Jacobs,1976
23609,Nicole Turner,1943
23610,Michael Brewer,1977
23611,Terrence Powell,1944
23612,Todd Hartman,1974
23613,Natasha Anderson,1944
23614,Kelly Farrell,1990
23615,Stephen Caldwell,1960
23616,Nathan King,1989
23617,Tammie Cross,1972
23618,Nicole Garrett,1941
23619,Travis Adams,1944
23620,Christine Carpenter,1949
23621,Ryan Lowe,1956
23622,Holly Morton,1986
23623,Sarah Rodriguez,1992
23624,Monica Williams,1960
23625,Kelly Rodriguez,1940
23626,Keith Zimmerman,1990
23627,Michael Quinn,1962
23628,Melissa Hahn,1990
23629,Renee Bowen,1965
23630,Carlos Maldonado,1955
23631,Thomas Elliott,1990
23632,Michael Zavala,1994
23633,Erin Matthews,1943
23634,Alicia Gonzalez,1982
23635,Mary Barnes,1968
23636,Jason Liu,1995
23637,Pedro Chen,1952
23638,Melissa Andrade,1954
23639,Christopher Johns,1944
23640,Riley Rowe,1961
23641,Brandy Roberts,1962
23642,Joel Jackson,1959
23643,Rachel Miller,1984
23644,Victoria Gonzales,1971
23645,Lindsey Clark,1957
23646,Lisa Graham,1993
23647,Donna Bradley,1966
23648,Mrs. Jessica Stein MD,1978
23649,Veronica Ellis,1954
23650,Lorraine Ross,1973
23651,Elizabeth Reyes,1980
23652,Kenneth Patrick,1983
23653,Daniel Mason,1976
23654,James Short,1981
23655,Christopher Perry,1953
23656,Maria Parks,1977
23657,Ryan Melendez,1983
23658,Ronald Smith,1974
23659,Lisa Diaz,1982
23660,Victor Hernandez,1977
23661,Don Lee,1980
23662,Lisa Lamb,1972
23663,Jordan Valdez,1970
23664,Kara Tyler,1941
23665,Charles Johnson,1948
23666,Levi Wagner,1950
23667,Jesse Robertson,1941
23668,Scott Sullivan,1977
23669,Kristina Wood,1956
23670,Dawn Krause,1947
23671,Cory Alexander,1941
23672,John Wise,1947
23673,Suzanne Kidd,1968
23674,Jeffery Davis,1994
23675,Charles Fisher,1995
23676,Darryl Meadows,1981
23677,Charles Holmes,1990
23678,Melissa Fisher MD,1944
23679,Christina Ross,1987
23680,Tyler Smith,1983
23681,Tonya Craig,1964
23682,Maria Pearson,1994
23683,Margaret Hutchinson,1959
23684,Elizabeth Smith,1953
23685,Stacy Vincent,1981
23686,Mary Archer,1995
23687,Joyce Matthews,1993
23688,Rachel Adkins,1952
23689,Taylor Harrell,1968
23690,Taylor Hughes,1953
23691,Jennifer Lowe,1951
23692,Travis Stanley,1941
23693,Paige Smith,1955
23694,Donna Smith,1954
23695,Heidi Roberts,1950
23696,Darrell Lee,1985
23697,Crystal Taylor,1959
23698,Dr. Natasha Cohen,1976
23699,Jonathan Williams,1975
23700,Ryan Shepherd,1944
23701,Alison Brown,1981
23702,Christian Peck,1949
23703,Frank Jones,1946
23704,Rachel Taylor,1944
23705,Jeremiah Barrett,1951
23706,Lisa Gordon,1953
23707,Larry Davis,1972
23708,Dillon Lozano,1991
23709,Jamie Henry,1944
23710,Austin Arroyo,1944
23711,Michael Johnson,1973
23712,Richard Cook,1959
23713,Jennifer Hester,1951
23714,Sarah Neal,1955
23715,Margaret Haas,1988
23716,Timothy Jones,1992
23717,Robert Evans,1958
23718,Emily Blake,1989
23719,Michael Johnson,1952
23720,Rhonda Price,1962
23721,Shannon Chapman,1993
23722,James Shaw,1983
23723,Jennifer Smith,1950
23724,Laura Walters,1942
23725,Samantha Pierce,1979
23726,Teresa Acosta,1960
23727,Samuel Hinton,1992
23728,Matthew Orozco,1944
23729,Michele Campbell,1951
23730,Rhonda Schroeder,1966
23731,Shawn Mcdowell MD,1943
23732,Alexander Brown,1982
23733,Katie Hughes,1965
23734,Brenda Roach,1962
23735,Laura Cortez,1946
23736,Joseph Torres,1979
23737,Andrea Kane,1973
23738,Steven Parrish,1947
23739,Elizabeth Williams,1985
23740,Melissa Francis,1956
23741,William Alexander,1940
23742,Joseph Juarez,1950
23743,James Baxter,1973
23744,Jose Kim,1984
23745,Albert Miller,1953
23746,Samantha Thomas,1948
23747,Casey Weeks,1974
23748,Anthony Hall,1940
23749,Kathy Ferrell,1989
23750,Lucas Thomas,1980
23751,Duane Gilbert,1968
23752,Angela Reyes,1941
23753,Caroline Rodriguez,1944
23754,Sarah Jones,1968
23755,Breanna Ellison,1950
23756,Jeremy King,1957
23757,Richard Perez,1977
23758,Thomas Gentry,1990
23759,Charles Cuevas,1961
23760,Danielle Wilcox,1985
23761,Craig Wilson,1945
23762,Kevin Ball,1982
23763,Joseph Dixon,1978
23764,William Ellis,1988
23765,Rebekah Thomas DVM,1990
23766,Frances Robertson,1943
23767,Jason Curry,1940
23768,Anne Wilson,1966
23769,Juan Barnes,1970
23770,Randall Lee,1941
23771,Brandon Davis,1954
23772,Franklin Graves,1972
23773,Pedro Hamilton,1976
23774,Andrew Vasquez,1956
23775,Danielle Garcia,1945
23776,Bryan Garcia,1961
23777,Dwayne Rhodes,1959
23778,Derrick Thornton,1993
23779,Sarah Bell,1972
23780,Christopher Mullins,1964
23781,Wesley Robertson,1963
23782,Brooke Sanchez,1966
23783,Amber Sloan,1964
23784,Lindsey Marshall,1960
23785,Christopher Mcdaniel,1960
23786,Lindsey Crosby,1973
23787,Jared Ross,1946
23788,Rebecca Donovan,1973
23789,Tammy Baird,1983
23790,Jason Walter,1972
23791,Alison Franco,1976
23792,Megan Andrews,1978
23793,Andrew Myers,1986
23794,David Wilson,1967
23795,Lori George,1988
23796,Daniel Nguyen,1948
23797,Joshua Martinez,1958
23798,Frank Chase,1946
23799,Stephen Sexton,1980
23800,Kevin Brewer,1941
23801,Christopher Sanchez,1993
23802,Colleen Serrano,1964
23803,Alexis Hernandez,1952
23804,Rachel Gomez,1951
23805,Michelle Lopez,1949
23806,Michael Gross,1964
23807,Michele Mejia,1986
23808,Julie Calhoun,1974
23809,Lauren Harris,1988
23810,Eric Harrell,1985
23811,Mary Sawyer,1979
23812,Deanna Deleon,1952
23813,Rebecca Wells,1983
23814,Andrew Hayden,1951
23815,Shawn Woods,1965
23816,Shane Johnson,1975
23817,Logan Harris,1992
23818,Linda Greer,1969
23819,Jeremy Wade,1972
23820,Erika Krueger,1993
23821,Shaun Brown,1941
23822,Nathan Rivera,1994
23823,Preston Moore,1990
23824,Keith Johnson,1957
23825,Margaret Wood,1970
23826,Mr. Donald Hopkins,1981
23827,Heather Sullivan,1959
23828,Curtis Wilson,1988
23829,Anna Williams,1963
23830,Chris Douglas,1962
23831,Daniel Wilson,1961
23832,Robert Pruitt,1974
23833,George Baldwin,1956
23834,Dawn Pruitt,1969
23835,Elizabeth Wang,1970
23836,Wesley Spencer,1975
23837,Chad Simpson,1962
23838,Tracy Ross,1985
23839,Julia Malone,1959
23840,Mary Hopkins,1971
23841,Jeffrey Mitchell,1961
23842,Angela Thompson,1985
23843,Ashley Carlson,1995
23844,Joel Smith,1974
23845,David Chambers,1948
23846,Anna Jackson,1984
23847,Jose Berry,1978
23848,Scott Watson,1945
23849,Bonnie Harris,1958
23850,Cheryl Meyers,1990
23851,Brian Wheeler,1992
23852,Spencer Oneal,1943
23853,Monica Phillips,1985
23854,Mark Hernandez,1972
23855,Nicholas Jackson,1947
23856,Hayden Martinez,1958
23857,Lisa Griffin,1943
23858,Shannon Gonzales,1993
23859,Erica Johnson,1947
23860,John Pugh,1955
23861,Melissa Salazar,1993
23862,Nicole Bates,1987
23863,Rhonda Perry,1948
23864,Jason Powers,1957
23865,Sandra Brown,1961
23866,David Johnson,1958
23867,Kevin Valdez,1982
23868,Mary Cooper,1991
23869,Matthew Sims,1971
23870,Sara Ponce,1964
23871,Amanda Wang,1967
23872,Amber Dixon,1979
23873,Maria Hardin,1961
23874,Kathryn Stewart,1976
23875,Brett Anderson,1971
23876,Michael Guerra,1960
23877,Amber Martinez,1984
23878,Evan Bailey,1957
23879,Samuel Schaefer,1957
23880,Francisco Mcintyre,1994
23881,Dennis Campbell,1976
23882,Tina Smith,1941
23883,Jennifer Williams,1995
23884,Tabitha Perez,1957
23885,Patrick Barnes,1988
23886,Michael Novak,1991
23887,Michael Newton,1948
23888,Morgan Mcdowell,1958
23889,Rachel Montoya,1953
23890,Garrett Rodriguez,1966
23891,Reginald Romero,1970
23892,Cynthia Campbell,1940
23893,Margaret Sweeney,1992
23894,April Mckinney,1964
23895,Kelli Atkinson,1945
23896,Jeff Hull,1941
23897,Samantha Richmond,1962
23898,Mrs. Desiree Griffin MD,1988
23899,Mr. Stanley Lozano MD,1949
23900,Monique Hoffman,1944
23901,Alyssa Carter,1955
23902,Lori Hamilton,1989
23903,Christine Molina DDS,1988
23904,Todd Carson,1992
23905,James Fowler,1968
23906,Mark Elliott,1958
23907,Mark Palmer,1958
23908,Lindsey Sanford,1958
23909,Nancy Ford,1956
23910,Kathleen Irwin,1992
23911,Jason Wallace,1990
23912,Aimee Thompson DDS,1944
23913,Cheyenne Horn,1972
23914,Jonathan Lindsey,1960
23915,Daryl Smith,1965
23916,Aaron Anderson,1950
23917,Dana King,1965
23918,Luis Hull,1953
23919,Rodney Erickson DDS,1981
23920,Yesenia Hunter,1969
23921,Brandon Gordon,1982
23922,Teresa Edwards,1974
23923,Destiny Ferrell,1973
23924,Cindy Hamilton,1982
23925,Roger Cochran MD,1986
23926,Paul Scott,1987
23927,Andre Martin,1948
23928,James Potter,1977
23929,Brian Johnson,1942
23930,Mark Lopez,1976
23931,Marcus Clayton,1981
23932,William Faulkner,1993
23933,Dustin Craig,1980
23934,Ryan Williamson,1965
23935,Trevor Bean,1976
23936,Jessica Torres,1954
23937,Connie Baker,1969
23938,Robert Harris,1976
23939,Javier Williams,1960
23940,Chad Bradley,1979
23941,Victoria Rodriguez,1962
23942,Carolyn Kane,1955
23943,Kyle Griffith,1975
23944,Kayla Meza,1966
23945,Michael Morris,1979
23946,Chad Thomas,1960
23947,Haley Johnson,1989
23948,Mr. Danny Reilly II,1955
23949,Michael Turner,1966
23950,James Velazquez,1953
23951,Alan Cox,1987
23952,Adam George,1994
23953,Amanda Salazar,1972
23954,Ronald Hicks,1983
23955,Sarah Arias,1989
23956,Andrew Roberts,1944
23957,Alicia English,1995
23958,Carolyn Smith,1948
23959,Ashley Barajas,1994
23960,Gregory Anderson,1973
23961,Elizabeth Watts,1990
23962,Dana Alvarez,1945
23963,Donald Peterson,1988
23964,Lacey Miller,1967
23965,Anna Hodges,1966
23966,Gregory Martin,1976
23967,Christopher Stokes,1990
23968,Stephanie Allen,1987
23969,Kathleen Hall,1978
23970,Savannah Russell,1981
23971,Jeremy Wade,1976
23972,Spencer Wright,1976
23973,Kara Mays,1993
23974,Angela Ball,1943
23975,Jesus Pennington,1950
23976,Randall Jones,1981
23977,Douglas Jackson,1990
23978,Traci Moore,1990
23979,Alan Hall,1952
23980,Amber Acosta,1961
23981,Christine Mann,1954
23982,Pamela Hammond,1965
23983,Jason Roberts,1941
23984,Alisha Ball,1994
23985,Jacob Walker,1973
23986,Nicole Faulkner,1949
23987,Christine Morgan,1955
23988,Nicholas Henson,1990
23989,John Chapman,1993
23990,Ashley Richards,1972
23991,Timothy Thompson,1975
23992,Andrea Hernandez,1983
23993,Marissa Hill,1953
23994,Mitchell Miranda,1968
23995,Norma Ramos,1966
23996,Andrew Smith,1957
23997,Sydney Solis,1950
23998,Willie Barton,1993
23999,Brandi Taylor,1970
24000,Tricia Clark,1954
24001,Joseph Vasquez,1965
24002,Jeremy Johnson,1984
24003,Zachary Brown,1986
24004,Pamela Johnson,1957
24005,Monica Mitchell,1976
24006,Alexandra Boyer,1962
24007,Tina Richardson,1992
24008,Julia Caldwell,1977
24009,Amy Rodriguez,1965
24010,Mary Dunn,1944
24011,Melissa Reid,1968
24012,Karen Wilson,1975
24013,Frederick Howard,1958
24014,David Craig,1985
24015,Amber Hudson,1940
24016,Mark Aguirre,1983
24017,Jennifer Gonzalez,1941
24018,Stacey Sanchez,1967
24019,Brenda Parks,1990
24020,Jessica Parker,1948
24021,Vincent Garrett,1971
24022,Steven Patterson,1981
24023,Melanie Flores,1954
24024,Kenneth Holland,1965
24025,Connie Wright,1984
24026,Sarah Bryant,1945
24027,Kenneth Ross,1963
24028,Gloria Barrera,1957
24029,Jasmine Sanchez,1942
24030,Beth Pearson,1960
24031,Brittany Booth,1971
24032,Steven Martin,1973
24033,Nicole English,1959
24034,Jeffrey Leon MD,1971
24035,Amanda Bryan,1988
24036,Eric Morgan,1989
24037,Jeffrey White,1977
24038,Harold Wells,1965
24039,Jacqueline Bradley,1982
24040,Sean Lee,1961
24041,Carlos Gould,1941
24042,Jennifer Mills,1980
24043,Juan Chavez,1979
24044,Austin Medina,1993
24045,April Williams,1964
24046,David Dixon,1965
24047,Joseph Ramirez,1953
24048,Steven Williams,1976
24049,Tyler Bowers,1982
24050,Robert Henderson,1972
24051,Christine Reed,1949
24052,John Gomez,1948
24053,Danny Savage,1982
24054,Bryan Smith,1956
24055,Dana Bowman,1986
24056,Christian Hall,1991
24057,Paul Odom,1993
24058,Gina Hopkins,1976
24059,Spencer Olson,1962
24060,Sandra Reeves,1983
24061,Nicole Hicks,1961
24062,Sheryl Russell,1991
24063,Jaclyn Gutierrez,1952
24064,Danielle Jones,1962
24065,Samantha Bryant,1975
24066,Valerie Erickson,1956
24067,Kevin Romero,1952
24068,Jacqueline King,1971
24069,Bryan Moore,1970
24070,Andrea Evans,1975
24071,Aaron Long,1986
24072,Zoe Herrera,1988
24073,Drew Scott,1973
24074,Troy Patterson,1969
24075,Donna Davidson,1991
24076,Olivia Sanchez,1959
24077,Adam Gomez,1979
24078,Brenda Fox,1983
24079,Taylor Parker,1965
24080,Jose White,1955
24081,Dylan Bowen,1988
24082,Ryan Walker,1971
24083,Kathleen Hines,1986
24084,Eugene Davis,1979
24085,Stephanie Campbell,1961
24086,Nancy Garner,1961
24087,Ashley Rivera,1965
24088,Katrina Walker,1986
24089,Patricia Daniels,1988
24090,Monica Garcia,1963
24091,Raymond White,1990
24092,Brianna Snyder,1980
24093,Lisa Perez,1962
24094,Natalie Ramirez,1983
24095,Michael Huff,1991
24096,Casey Robinson,1977
24097,Donna Sanchez,1944
24098,Amy Harper,1953
24099,Joy Brown,1970
24100,Mrs. Claudia Williams,1985
24101,Kelly Moran,1989
24102,Allison Savage,1969
24103,Christina Mitchell,1974
24104,Terri Cook,1980
24105,Brian Benjamin,1954
24106,Anthony Thompson,1988
24107,Robert Smith,1962
24108,Brian Wall,1967
24109,Shelley Jones,1944
24110,James Arroyo,1958
24111,David Walker,1965
24112,Sara Oliver,1981
24113,Aaron Torres,1965
24114,Nicole Barnes,1961
24115,John Scott,1945
24116,Gloria Townsend,1990
24117,Christopher Carter,1976
24118,Angela Perkins,1993
24119,Shawn King,1953
24120,Corey Collins,1962
24121,Joshua Caldwell,1989
24122,Wendy Robertson,1950
24123,Sharon Clark,1948
24124,Kelsey Ellison,1993
24125,Jerry Ortiz,1947
24126,Nathaniel Guerrero,1970
24127,Erin Phillips,1990
